SMILES,SMILES_rdkit_final,logP,fu_in_vitro,REF_logP,REF_Fup
C=CC(=Nc1cccc(c1)S(=O)(=O)N1CCN(CC1)C(=O)OCc1ccccc1)O,C=CC(O)=Nc1cccc(S(=O)(=O)N2CCN(C(=O)OCc3ccccc3)CC2)c1,2.45,0.02,,Watanabe
NC1=NC(=CS1)C(=NO)C(=O)NC1C2SCC(C=C)=C(N2C1=O)C(O)=O,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,-0.23,0.35,HTTK,
C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1,0.12,0.31,HTTK,HTTK
C=C[C@@H]1C[C@]1(N=C([C@@H]1C[C@@H]2CN1C(=O)[C@@H](N[C@@H](CCCCCCc1c3CN(C(=O)O2)Cc3ccc1)C(F)(F)F)C(C)C)O)C(=NS(=O)(=O)C1CC1)O,C=CC1CC1(N=C(O)C1CC2CN1C(=O)C(C(C)C)NC(C(F)(F)F)CCCCCCc1cccc3c1CN(C3)C(=O)O2)C(O)=NS(=O)(=O)C1CC1,3.83,0.019,,Watanabe
C=C[C@@H]1C[C@]1(N=C([C@@H]1C[C@@H]2CN1C(=O)[C@H](N[C@H](C)CCCCCCCc1c3CN(C(=O)O2)Cc3ccc1)C(C)C)O)C(=NS(=O)(=O)C1CC1)O,C=CC1CC1(N=C(O)C1CC2CN1C(=O)C(C(C)C)NC(C)CCCCCCCc1cccc3c1CN(C3)C(=O)O2)C(O)=NS(=O)(=O)C1CC1,,0.106,,Watanabe
CC(C)(C)[C@@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@]2(C[C@H]2C=C)C(=O)NS(=O)(=O)C3CC3)OC4=NC=C(C5=C4C=C(C=C5)Cl)OC)NC(=O)OC(C)(C)C,C=CC1CC1(NC(=O)C1CC(Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,3.37,0.012,,HTTK
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)C)N[C@H](C(F)(F)F)CCCCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1,C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C(C)C)NC(C(F)(F)F)CCCCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1,3.83,0.019,CHEMBL,CHEMBL
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@@H](C(C)C)N[C@H](C)CCCCCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1,C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C(C)C)NC(C)CCCCCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1,3.68,0.106,CHEMBL,CHEMBL
C=CCc1c(C)nc2c(-c3ccccc3)cnn2c1NCc1ccccn1,C=CCc1c(C)nc2c(-c3ccccc3)cnn2c1NCc1ccccn1,4.44,0.001,CHEMBL,CHEMBL
COC1CC(CCC1O)C=C(C)C1OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(C(CC2C)OC)C(CC(C)CC(C)=CC(CC=C)C(=O)CC(O)C1C)OC,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,2.43,0.01,HTTK,HTTK
CC(C)NCC(O)COC1=C(CC=C)C=CC=C1,C=CCc1ccccc1OCC(O)CNC(C)C,3.1,1,HTTK,HTTK
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)[C@](C)(O)CC2,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)C(C)(O)CC2,2.81,0.47,CHEMBL,CHEMBL
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)C(O)(CC)CC2,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)C(O)(CC)CC2,3.2,0.34,CHEMBL,CHEMBL
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,2.89,0.361,CHEMBL,CHEMBL
CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(CC=C)C1,C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21,3.03,0.59,HTTK,
C=CCNC(=O)Nc1nc2cc(-c3cccnc3)c(=O)n(CCC(C)C)c2s1,C=CCNC(=O)Nc1nc2cc(-c3cccnc3)c(=O)n(CCC(C)C)c2s1,3.87,0.03,CHEMBL,CHEMBL
C=CCO[C@]1(C)C[C@@H](C)NC(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](OC(=O)CCNCCNc2cc3c(=O)c(C(=O)O)cn(C4CC4)c3cc2Cl)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,C=CCOC1(C)CC(C)NC(=O)C(C)C(O)C(C)(O)C(CC)OC(=O)C(C)C(OC(=O)CCNCCNc2cc3c(=O)c(C(=O)O)cn(C4CC4)c3cc2Cl)C(C)C1OC1OC(C)CC(N(C)C)C1O,,0.51,,CHEMBL
OC(=O)CC1=CC=C(OCC=C)C(Cl)=C1,C=CCOc1ccc(CC(=O)O)cc1Cl,2.48,0.055,HTTK,
C=CCOc1ccc(Cl)cc1[C@H]1C[C@@H]1CN.O=C(O)C(F)(F)F,C=CCOc1ccc(Cl)cc1C1CC1CN.O=C(O)C(F)(F)F,2.97,0.25,CHEMBL,CHEMBL
c1cc(-c2ccc3ncnc(Nc4cccnn4)c3c2)cc(N2CCOCC2)c1,c1cc(-c2ccc3ncnc(Nc4cccnn4)c3c2)cc(N2CCOCC2)c1,3.67,0.017,CHEMBL,CHEMBL
c1cc(-c2ccc3ncnc(Nc4ccncc4)c3c2)cc(N2CCOCC2)c1,c1cc(-c2ccc3ncnc(Nc4ccncc4)c3c2)cc(N2CCOCC2)c1,4.27,0.012,CHEMBL,CHEMBL
c1cc(-c2ccc3ncnc(Nc4ccncn4)c3c2)cc(N2CCOCC2)c1,c1cc(-c2ccc3ncnc(Nc4ccncn4)c3c2)cc(N2CCOCC2)c1,3.67,0.023,CHEMBL,CHEMBL
c1cc(-c2ccc3ncnc(Nc4ccnnc4)c3c2)cc(N2CCOCC2)c1,c1cc(-c2ccc3ncnc(Nc4ccnnc4)c3c2)cc(N2CCOCC2)c1,3.67,0.01,CHEMBL,CHEMBL
c1cc(-c2ccc3ncnc(Nc4cnccn4)c3c2)cc(N2CCOCC2)c1,c1cc(-c2ccc3ncnc(Nc4cnccn4)c3c2)cc(N2CCOCC2)c1,3.67,0.032,CHEMBL,CHEMBL
c1cc(-c2ccc3ncnc(Nc4cncnc4)c3c2)cc(N2CCOCC2)c1,c1cc(-c2ccc3ncnc(Nc4cncnc4)c3c2)cc(N2CCOCC2)c1,3.67,0.019,CHEMBL,CHEMBL
c1cc(-c2ccc3ncnc(Nc4ncco4)c3c2)cc(N2CCOCC2)c1,c1cc(-c2ccc3ncnc(Nc4ncco4)c3c2)cc(N2CCOCC2)c1,3.87,0.01,CHEMBL,CHEMBL
c1cc(Nc2ncnc3ccc(-c4ccnc(N5CCOCC5)n4)cc23)ccn1,c1cc(Nc2ncnc3ccc(-c4ccnc(N5CCOCC5)n4)cc23)ccn1,3.06,0.03,CHEMBL,CHEMBL
c1cc(Nc2ncnc3ccc(-c4nccc(N5CCOCC5)n4)cc23)ccn1,c1cc(Nc2ncnc3ccc(-c4nccc(N5CCOCC5)n4)cc23)ccn1,3.06,0.03,CHEMBL,CHEMBL
c1cc(OCCCN2CCCCC2)ccc1CN1CCCCC1,c1cc(OCCCN2CCCCC2)ccc1CN1CCCCC1,3.93,0.46,CHEMBL,CHEMBL
c1cc2c3c(c1)C1(CCC1)CN3CCNC2,c1cc2c3c(c1)C1(CCC1)CN3CCNC2,2.03,0.209,CHEMBL,CHEMBL
C1CCN(CC1)C1(CCCCC1)C1=CC=CC=C1,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,4.69,0.35,HTTK,HTTK
c1ccc(-c2cnn3ncccc23)cc1,c1ccc(-c2cnn3ncccc23)cc1,2.4,0.09,CHEMBL,CHEMBL
c1ccc(-c2cnn3ncccc23)nc1,c1ccc(-c2cnn3ncccc23)nc1,1.79,0.39,CHEMBL,CHEMBL
c1ccc(CC[C@@H]2CN(Cc3nc4ccccc4[nH]3)CCO2)cc1,c1ccc(CCC2CN(Cc3nc4ccccc4[nH]3)CCO2)cc1,3.4,0.061,CHEMBL,CHEMBL
c1ccc(CCc2nnn[nH]2)cc1,c1ccc(CCc2nnn[nH]2)cc1,0.98,0.0112,CHEMBL,CHEMBL
c1ccc(CNC2CCCn3nc(COc4ccccc4)cc32)cc1,c1ccc(CNC2CCCn3nc(COc4ccccc4)cc32)cc1,4.09,0.0002,CHEMBL,CHEMBL
c1ccc(-n2cnc3cc(-c4ccc(OCCN5CCCCC5)cc4)ccc32)cc1,c1ccc(-n2cnc3cc(-c4ccc(OCCN5CCCCC5)cc4)ccc32)cc1,5.56,0.006,CHEMBL,CHEMBL
c1ccc(-n2cnc3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc32)cc1,c1ccc(-n2cnc3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc32)cc1,4.95,0.026,CHEMBL,CHEMBL
c1ccc(Nc2nc(-c3cn[nH]c3)cs2)nc1,c1ccc(Nc2nc(-c3cn[nH]c3)cs2)nc1,2.67,0.035,CHEMBL,CHEMBL
c1ccc(Nc2nc3c(s2)CCc2n[nH]cc2-3)nc1,c1ccc(Nc2nc3c(s2)CCc2n[nH]cc2-3)nc1,2.77,0.008,CHEMBL,CHEMBL
c1ccc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)nc1,c1ccc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)nc1,3.16,0.006,CHEMBL,CHEMBL
c1ccc(Nc2nccc(-c3cnn4ccccc34)n2)cc1,c1ccc(Nc2nccc(-c3cnn4ccccc34)n2)cc1,3.53,0.01,CHEMBL,CHEMBL
c1ccc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)cc1,c1ccc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)cc1,2.77,0.02,CHEMBL,CHEMBL
c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,2.93,0.04,CHEMBL,CHEMBL
c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)nc1,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)nc1,2.32,0.07,CHEMBL,CHEMBL
c1ccc(Nc2ncnc3ccc(-c4cccc(N5CCOCC5)c4)cc23)nc1,c1ccc(Nc2ncnc3ccc(-c4cccc(N5CCOCC5)c4)cc23)nc1,4.27,0.01,CHEMBL,CHEMBL
c1ccc(OC[C@@H]2CN(Cc3ccc4[nH]ccc4c3)CCO2)cc1,c1ccc(OCC2CN(Cc3ccc4[nH]ccc4c3)CCO2)cc1,3.45,0.035,CHEMBL,CHEMBL
c1ccc(OC[C@@H]2CN(Cc3cn4ccccc4n3)CCO2)cc1,c1ccc(OCC2CN(Cc3cn4ccccc4n3)CCO2)cc1,2.61,0.057,CHEMBL,CHEMBL
n1ccc(cc1)c1nc(=Nc2n[nH]c(c2)C2CC2)c2c([nH]1)cccc2,c1ccc2c(=Nc3cc(C4CC4)[nH]n3)nc(-c3ccncc3)[nH]c2c1,,0.01,,Watanabe
C1CCC(CC1)N=c1nc(N=c2[nH][nH]c(c2)C2CC2)c2c([nH]1)cccc2,c1ccc2c(N=c3cc(C4CC4)[nH][nH]3)nc(=NC3CCCCC3)[nH]c2c1,4.72,0.01,,Watanabe
c1ccc2c(c1)[nH]c(=NCC1CC1)nc2N=c1[nH][nH]c(c1)C1CC1,c1ccc2c(N=c3cc(C4CC4)[nH][nH]3)nc(=NCC3CC3)[nH]c2c1,3.8,0.01,,Watanabe
c1ccc2cc(NC3=NC[C@@]4(CN5CCC4CC5)O3)ncc2c1,c1ccc2cc(NC3=NCC4(CN5CCC4CC5)O3)ncc2c1,2.5,0.2485,CHEMBL,CHEMBL
C1CCN(CC1)CCOc1ccc(cc1)Oc1nc2c(o1)cccc2,c1ccc2oc(Oc3ccc(OCCN4CCCCC4)cc3)nc2c1,4.48,0.04,,Watanabe
c1ccn2ncc(-c3ccnc(NC4CC4)n3)c2c1,c1ccn2ncc(-c3ccnc(NC4CC4)n3)c2c1,2.37,0.09,CHEMBL,CHEMBL
c1cn(-c2cc(NC3=NC[C@@]4(CN5CCC4CC5)O3)ncn2)cn1,c1cn(-c2cc(NC3=NCC4(CN5CCC4CC5)O3)ncn2)cn1,0.92,0.87,CHEMBL,CHEMBL
c1cnc(Nc2ccnc3cc(-c4cnc(N5CCCCCC5)nc4)ccc23)cn1,c1cnc(Nc2ccnc3cc(-c4cnc(N5CCCCCC5)nc4)ccc23)cn1,4.61,0.01,CHEMBL,CHEMBL
c1cnc(Nc2nc3c(s2)CCc2n[nH]cc2-3)nc1,c1cnc(Nc2nc3c(s2)CCc2n[nH]cc2-3)nc1,2.17,0.036,CHEMBL,CHEMBL
c1cnc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)nc1,c1cnc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)nc1,2.56,0.031,CHEMBL,CHEMBL
c1cnc(Nc2ncnc3ccc(-c4cccc(N5CCOCC5)c4)cc23)nc1,c1cnc(Nc2ncnc3ccc(-c4cccc(N5CCOCC5)c4)cc23)nc1,3.67,0.062,CHEMBL,CHEMBL
c1cnc(Nc2ncnc3ccc(-c4ccnc(N5CCOCC5)n4)cc23)nc1,c1cnc(Nc2ncnc3ccc(-c4ccnc(N5CCOCC5)n4)cc23)nc1,2.46,0.12,CHEMBL,CHEMBL
c1cnc(Nc2ncnc3ccc(-c4nccc(N5CCOCC5)n4)cc23)nc1,c1cnc(Nc2ncnc3ccc(-c4nccc(N5CCOCC5)n4)cc23)nc1,2.46,0.14,CHEMBL,CHEMBL
c1cnc(OC[C@H]2C[C@H](c3ccc(CN4CCCC4)cc3)C2)nc1,c1cnc(OCC2CC(c3ccc(CN4CCCC4)cc3)C2)nc1,3.65,0.44,CHEMBL,CHEMBL
c1cnc2c(Nc3ccc4c(C5CC5)n[nH]c4c3)n[nH]c2c1,c1cnc2c(Nc3ccc4c(C5CC5)n[nH]c4c3)n[nH]c2c1,3.46,0.031,CHEMBL,CHEMBL
c1cnc2c(Nc3ccc4c(C5CC5)nsc4c3)n[nH]c2c1,c1cnc2c(Nc3ccc4c(C5CC5)nsc4c3)n[nH]c2c1,4.19,0.009,CHEMBL,CHEMBL
c1cnc2c(Nc3ccc4c(C5CC5)nsc4c3)n[nH]c2n1,c1cnc2c(Nc3ccc4c(C5CC5)nsc4c3)n[nH]c2n1,3.58,0.012,CHEMBL,CHEMBL
c1cnc2c(Nc3ccc4c(C5CCC5)noc4c3)n[nH]c2c1,c1cnc2c(Nc3ccc4c(C5CCC5)noc4c3)n[nH]c2c1,4.11,0.026,CHEMBL,CHEMBL
c1cnc2c(Nc3ccc4c(C5CCCC5)noc4c3)n[nH]c2c1,c1cnc2c(Nc3ccc4c(C5CCCC5)noc4c3)n[nH]c2c1,4.5,0.01,CHEMBL,CHEMBL
c1cnc2c(Nc3ccc4c(C5CCCC5)noc4c3)n[nH]c2n1,c1cnc2c(Nc3ccc4c(C5CCCC5)noc4c3)n[nH]c2n1,3.9,0.013,CHEMBL,CHEMBL
c1cnc2c(Nc3ccc4c(-n5cccn5)nccc4c3)n[nH]c2c1,c1cnc2c(Nc3ccc4c(-n5cccn5)nccc4c3)n[nH]c2c1,3.44,0.0009,CHEMBL,CHEMBL
c1cnc2c(Nc3ccc4cnccc4c3)n[nH]c2c1,c1cnc2c(Nc3ccc4cnccc4c3)n[nH]c2c1,3.25,0.00092,CHEMBL,CHEMBL
c1cncc(Nc2nccc(-c3c(C4CC4)nn4nc(N5CCOCC5)ccc34)n2)c1,c1cncc(Nc2nccc(-c3c(C4CC4)nn4nc(N5CCOCC5)ccc34)n2)c1,3.04,0.01,CHEMBL,CHEMBL
c1cncc(Nc2nccc(-c3c(C4CC4)nn4ncccc34)n2)c1,c1cncc(Nc2nccc(-c3c(C4CC4)nn4ncccc34)n2)c1,3.2,0.02,CHEMBL,CHEMBL
c1cncc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)c1,c1cncc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)c1,2.16,0.06,CHEMBL,CHEMBL
c1cncc(Nc2nccc(-c3cnn4ncccc34)n2)c1,c1cncc(Nc2nccc(-c3cnn4ncccc34)n2)c1,2.32,0.11,CHEMBL,CHEMBL
c1cncc(Nc2ncnc3ccc(-c4cccc(N5CCOCC5)c4)cc23)c1,c1cncc(Nc2ncnc3ccc(-c4cccc(N5CCOCC5)c4)cc23)c1,4.27,0.008,CHEMBL,CHEMBL
c1cnn2ncc(-c3ccnc(NC4CCCCC4)n3)c2c1,c1cnn2ncc(-c3ccnc(NC4CCCCC4)n3)c2c1,2.93,0.03,CHEMBL,CHEMBL
c1cnn2ncc(-c3ccnc(Nc4ccncc4)n3)c2c1,c1cnn2ncc(-c3ccnc(Nc4ccncc4)n3)c2c1,2.32,0.59,CHEMBL,CHEMBL
c1cnn2ncc(-c3ccnc(Nc4ccnnc4)n3)c2c1,c1cnn2ncc(-c3ccnc(Nc4ccnnc4)n3)c2c1,1.72,0.56,CHEMBL,CHEMBL
c1cnn2ncc(-c3ccnc(Nc4cncnc4)n3)c2c1,c1cnn2ncc(-c3ccnc(Nc4cncnc4)n3)c2c1,1.72,0.16,CHEMBL,CHEMBL
c1cnn2ncc(-c3ccnc(NCCCN4CCOCC4)n3)c2c1,c1cnn2ncc(-c3ccnc(NCCCN4CCOCC4)n3)c2c1,1.32,0.6,CHEMBL,CHEMBL
c1cnn2ncc(-c3ccncc3)c2c1,c1cnn2ncc(-c3ccncc3)c2c1,1.79,0.14,CHEMBL,CHEMBL
C(NC1=C2N=CN=C2N=CN1)C1=CC=CO1,c1coc(CNc2[nH]cnc3ncnc2-3)c1,0.7,0.871,HTTK,
c1coc(CNc2ccnc3[nH]cnc23)c1,c1coc(CNc2ccnc3[nH]cnc23)c1,2.16,0.871,CHEMBL,CHEMBL
c1coc(CNc2ccnc3ccnn23)c1,c1coc(CNc2ccnc3ccnn23)c1,1.93,0.871,CHEMBL,CHEMBL
c1coc(CNc2nccc3[nH]cnc23)c1,c1coc(CNc2nccc3[nH]cnc23)c1,2.16,0.871,CHEMBL,CHEMBL
c1coc(CNc2ncnc3[nH]ccc23)c1,c1coc(CNc2ncnc3[nH]ccc23)c1,2.16,0.871,CHEMBL,CHEMBL
c1coc(CNc2ncnc3[nH]nnc23)c1,c1coc(CNc2ncnc3[nH]nnc23)c1,0.95,0.871,CHEMBL,CHEMBL
c1coc(CNc2ncnc3cc[nH]c23)c1,c1coc(CNc2ncnc3cc[nH]c23)c1,2.16,0.871,CHEMBL,CHEMBL
c1coc(CNc2ncnc3ccsc23)c1,c1coc(CNc2ncnc3ccsc23)c1,2.9,0.871,CHEMBL,CHEMBL
c1coc(CNc2ncnc3cn[nH]c23)c1,c1coc(CNc2ncnc3cn[nH]c23)c1,1.56,0.871,CHEMBL,CHEMBL
c1coc(CNc2ncnc3occc23)c1,c1coc(CNc2ncnc3occc23)c1,2.43,0.871,CHEMBL,CHEMBL
c1coc(CNc2ncnc3sccc23)c1,c1coc(CNc2ncnc3sccc23)c1,2.9,0.871,CHEMBL,CHEMBL
c1nc(N[C@H]2CC[C@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1,c1nc(NC2CCC(N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1,2.91,0.76,CHEMBL,CHEMBL
CB1C=Cc2c(cccc2OCC(O)CN(C)C)N1,CB1C=Cc2c(cccc2OCC(O)CN(C)C)N1,,0.367,,CHEMBL
CB1C=Cc2cccc(OCC(O)CN(C)C)c2N1,CB1C=Cc2cccc(OCC(O)CN(C)C)c2N1,,0.179,,CHEMBL
CC#CC(=O)N[C@H]1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,CC#CC(=O)NC1CCCN(c2c(F)cc(C(N)=O)c3[nH]c(C)c(C)c23)C1,2.13,0.012,CHEMBL,CHEMBL
CC#Cc1cncc(-c2cc(Cl)c([C@]3(C)CC(=O)N(C)C(=N)N3)s2)c1,CC#Cc1cncc(-c2cc(Cl)c(C3(C)CC(=O)N(C)C(=N)N3)s2)c1,3.44,0.04,CHEMBL,CHEMBL
CC#CCC(C)C(O)C=CC1C(O)CC2CC(CC12)=CCCCC(O)=O,CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,3.09,0.4,HTTK,HTTK
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCN(c3nc(-c4ccccc4)no3)CC1)c(=O)n2C.Cl,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(CCCN1CCN(c3nc(-c4ccccc4)no3)CC1)c(=O)n2C.Cl,1.11,0.028,CHEMBL,CHEMBL
CC#CCOc1ccc(C(=O)N[C@H](C(=O)NO)C(C)(C)N)cc1,CC#CCOc1ccc(C(=O)NC(C(=O)NO)C(C)(C)N)cc1,0.43,0.193,CHEMBL,CHEMBL
CC(O)C(C)C1OC1CC1COC(CC(C)=CC(=O)OCCCCCCCCC(O)=O)C(O)C1O,CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,2.08,0.05,HTTK,
CC(=O)C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F,CC(=O)C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,2.93,0.01,HTTK,HTTK
CC1CC2C3CCC(O)(C(C)=O)C3(C)CCC2C2(C)CCC(=O)C=C12,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,3.18,0.1,HTTK,
CC(=O)C1=NN(c2cc(C)ccc2F)C[C@@]1(CCCN(C)C)c1ccccc1,CC(=O)C1=NN(c2cc(C)ccc2F)CC1(CCCN(C)C)c1ccccc1,4.18,0.04,CHEMBL,CHEMBL
CC(=O)c1cc2c(Oc3ccc(Cl)cc3)cncc2s1,CC(=O)c1cc2c(Oc3ccc(Cl)cc3)cncc2s1,4.94,0.003,CHEMBL,CHEMBL
CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,2.44,0.25,HTTK,
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,3.87,0.02311,HTTK,HTTK
Fc1ccc(cc1)C[C@@H]1CCCN(C1)C[C@@H]1CCCC[C@H]1N=C(Nc1nc(c(s1)C(=O)C)C)O,CC(=O)c1sc(NC(O)=NC2CCCCC2CN2CCCC(Cc3ccc(F)cc3)C2)nc1C,,0.031,,Watanabe
CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)N2CCCCO2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O,CC(=O)CCC1C(=O)NC(C(C)C)C(=O)NC(Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)OC(C(C)=CC=CC(=O)N2CCCCO2)CC=CC=CC(O)C(C)C1O,2.88,0.28,CHEMBL,CHEMBL
CN1CCC(CC1)C(=N[C@H](c1ncc([nH]1)c1ccc2c(c1)cccc2)CCCCCC(=O)C)O,CC(=O)CCCCCC(N=C(O)C1CCN(C)CC1)c1ncc(-c2ccc3ccccc3c2)[nH]1,5.27,0.04,,Watanabe
CC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)c1ncc(-c2ccc3ccccc3c2)[nH]1,CC(=O)CCCCCC(NC(=O)C1CCN(C)CC1)c1ncc(-c2ccc3ccccc3c2)[nH]1,5.27,0.04,CHEMBL,CHEMBL
CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0.29,0.51,HTTK,HTTK
CC(=O)N(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,CC(=O)N(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,2.39,0.044,CHEMBL,CHEMBL
CC(=O)N(C)Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,CC(=O)N(C)Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,3.4,0.094,CHEMBL,CHEMBL
CC(=O)N(C)CCc1cc(Br)c(OCCCNc2ncn(C)c3ncnc2-3)c(Br)c1,CC(=O)N(C)CCc1cc(Br)c(OCCCNc2ncn(C)c3ncnc2-3)c(Br)c1,3.74,0.0735,CHEMBL,CHEMBL
CC(=O)N(C)CCN(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,CC(=O)N(C)CCN(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,2.32,0.017,CHEMBL,CHEMBL
CC(=O)N(C1=C(C)C(C)=NO1)S(=O)(=O)C1=CC=C(N)C=C1,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,0.72,0.15,HTTK,
CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCCO)=C(I)C(C(=O)NCC(O)CO)=C1I,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,-2.52,1,HTTK,
CC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(Cl)nc2C)CC1,CC(=O)N(Cc1ccsc1)C1CCN(C(C)CCNC(=O)c2c(C)cc(Cl)nc2C)CC1,4.43,0.55,CHEMBL,CHEMBL
CC(=O)N(O)CCc1ccccc1,CC(=O)N(O)CCc1ccccc1,1.47,0.37,CHEMBL,CHEMBL
CC(=O)N1C2CCCC1C=C(C2)CN1[C@@H]2CC[C@H]1C[C@@H](C2)N=c1ccc2c([nH]1)ccc(c2)C(F)(F)F,CC(=O)N1C2C=C(CN3C4CCC3CC(N=c3ccc5cc(C(F)(F)F)ccc5[nH]3)C4)CC1CCC2,5.76,0.016,,Watanabe
