SMILES,logP,permeability
CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1C=CC(=O)O,,13.000007414351716
c1cnc2ccc(Cn3nnc4ncc(-c5cnn(CCN6CCCC6)c5)nc43)cc2c1,,21.8999992516631
COc1ccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)cn1,,2.5999997128120995
COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(N)n2)c(OC)c1,,29.44856927935263
O=C(NC1(C(=O)NC(Cc2ccccc2)C(=O)NCCCN2CCC(O)CC2)CCCC1)c1cc2ccccc2s1,,1.4000005297108746
COc1ccc(CCC[N+](C)(C)CCNC(=O)c2nc(Cl)c(N)nc2N)cc1,,1.2462342996180606
CNC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(C)=O,,4.168692874826252
COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)cc1,,0.2758556604895789
COC1=C2C(C)[C@@H](OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](OC(=O)N(C)C)[C@@]3(C)C1=O)C2(C)C,,3.2700003564421816
Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cocn1,,29.39385178721672
CC#Cc1cncc(-c2cccc([C@@]3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cc(F)cc43)c2)c1,,8.899997814525305
COC1=C2C(C)[C@@H](OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccn3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](OC(=O)N(C)C)[C@@]3(C)C1=O)C2(C)C,,4.410001122387954
CCCCCCCCCCC(NC(=O)C(N)CCC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(N)=O,,4.663998477700309
Cc1cc(F)ccc1-c1c(Oc2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2oc1=O,,19.000008708139905
Cc1[nH]c2cc([C@@H]3CCCCN3C(=O)c3c(Cl)cccc3NS(C)(=O)=O)nn2c(=O)c1C,,9.200003657474994
C[C@H]1Cn2c(nnc2C(C)(C)C)CN1C(=O)c1cccc(C(F)(F)c2n[nH]c(=O)c3ccccc23)c1,,6.200001577526174
CNC(=O)c1cc(Oc2ccc3c(c2)nc(Nc2cccc(C(C)(C)C)c2)n3C)ccn1,,10.0
COC(=O)c1ccc(-c2cccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c2)cc1,,4.879999752764004
Nc1cc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)nc(Nc2cnn(CC(F)F)c2)n1,,3.099999330209736
Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)NC3CCN(c4ccccc4CN4CCCC4)CC3)cc12,,1.3000007414351715
O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)Nc1cccc(Br)c1,,1.4000005297108746
CC(=O)NC(C)C(=O)NCCc1ccccc1,,24.586731583288948
OCCNc1ccc2c(c1)OCO2,,83.09999544903368
O=C(N[C@@H](Cc1ccccc1)c1nnc(-c2ccccc2)o1)OCc1ccccc1,,9.539394295030515
CN(C)CCN1CCn2c(c(C3CCCCC3)c3ccc(C(=O)O)cc32)-c2ccccc21,,19.200007572954835
Cc1cc(Cn2c(O)c(C3=NS(=O)(=O)c4c(CNS(N)(=O)=O)cccc43)c(O)c2C(C)(C)C)ccc1F,,0.2900000681779469
C[C@@H](Cn1ncnn1)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,,24.350960712349707
CCOc1cc(O[C@@H]2CC3C(=O)N[C@]4(C(=O)NS(=O)(=O)C5CC5)C[C@H]4/C=C\CCCCCC(NC(=O)OC(C)(C)C)C(=O)N3C2)c2ccc(OC)c(C)c2n1,,6.300002183869793
CCOC(=O)c1ccc2nc3c(nc2c1)C(=O)c1ccncc1C3=O,,16.00000800725365
O=C1c2ncc3c(c(CCCN4CCOCC4)cn3Cc3ccc(F)cc3)c2CCN1O,,2.0700002599715
CC1=NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)N=C1N,,41.00000408591647
CC(C)C(=O)N(CCO)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,52.00000674885545
C=C[C@@H]1C[C@]1(NC(=O)C1C[C@@H](Oc2cc(OCC)nc3c(Br)c(OC)ccc23)CN1C(=O)C(CC(=O)NC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,,7.099999203523341
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,,0.9300001101668228
COc1ccc(NC(=O)Nc2ccc(OC(CCN(C)C)c3ccccc3)cc2)cc1Cl,,7.499995451387857
CC1(c2cccc(-c3cccnc3)c2)N=C(N)c2c(F)cccc2O1,,22.999992796583264
CC(CC(=O)O)c1cccc(-n2c(C(N)=O)cc3ccc(OC(F)(F)F)cc32)n1,,5.800002756966292
O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c1cccc2C(F)(F)F,,4.600000723621415
CC(=O)Nc1ccccc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,,25.999997128120995
O=C1CC(c2ccc(C[C@H](Nc3nc4ccccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,,0.953939429503052
CC(CS)C(=O)N1CCCC1C(=O)O,,15.299998914309848
COc1nc(C2=NOC[C@H](c3cc4ccccc4o3)N2)ccc1-n1cnc(C)c1,,10.0
Nc1nonc1C(=NO)Nc1ccc(F)c(Cl)c1,,35.99999993639722
N#C[C@@H]1CCCN1C(=O)C(N)Cc1ccc(-c2ccc(F)cc2)cc1,,5.664317647118916
CCCCOc1cccc(C(=O)NC2(C(=O)NC(Cc3ccccc3)C(=O)NCC3CCN(CC4CCOCC4)CC3)CCCC2)c1,,4.399999225089864
C=CCN(CC=C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,,9.499999884308792
N#Cc1c(N2CCCNCC2)n(Cc2ccccc2)c2c(=O)n(Cc3nccc4ccccc34)cnc12,,1.1999998727657215
COc1ccc2oc(C(=O)NC3(C(=O)N[C@@H](CCCN4CCN(CC5CCOCC5)CC4)Cc4ccccc4)CCCC3)cc2c1,,8.599997005040326
Cn1c(N2CCN(CCCN3c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,,3.0000010035611906
CN(Cc1ccc(F)cc1)C(=O)[C@@]1(c2ccc(Cl)c(Cl)c2)C[C@H]1CN1CCN(C(=O)CN2CCCC2)CC1,,5.699996644367288
CN(C)c1nn(C)c2cc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)ccc12,,45.900012097414574
CC(C)(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,,110.00002908762936
CC(C)C(NC(=O)c1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CNC(Cc1ccc(-c2ccccc2)cc1)C(N)=O,,10.3000041574028
Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CC[C@H](NC(=O)C3CCCC3)c3ccccc3)C[C@H]2C1,,3.0000010035611906
Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1nccs1,,21.90892153631459
CS(=O)(=O)c1ccc(Nc2nc3cc(C(N)=O)ccc3n2Cc2ccccc2C(F)(F)F)cc1,,1.7999995643833022
Cn1c(N2CCCN(CC/C=C3/c4ccccc4CCc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O,,4.799997376428772
C=C(F)CN(CCOC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,,3.399999866579783
O=C1CC(c2ccc(C[C@H](Nc3nc4c(C(F)(F)F)cccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,,0.0999999999999999
COc1ccc(-n2nc(C#N)c3c2C(=O)N(c2ccc(C4(CN(C)C)CC4)cc2)CC3)cc1,,4.600000723621415
CCN1C(=O)c2cccc3c(S(=O)(=O)NC4CCCCC4)ccc1c23,,24.363905144346475
O=C(CNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1)c1ccccc1,,22.49443555298805
Nc1ccc(-c2cnc(NC(=O)CN(Cc3ccccc3)C(=O)c3ccncc3)s2)cc1,,11.30000667436115
O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)Nc1ccc(F)cc1,,0.5999996540823128
Cc1cc(COc2ccc(C(=O)N[C@@H]3CC(=O)CC3C(O)=NO)cc2)c2ccccc2n1,,0.2000000941002361
COc1c(C=Cc2ccc(NS(C)(=O)=O)cc2)cc(-c2ccc[nH]c2=O)cc1C1(Cl)CC1,,1.5600007243175438
CCNC(=O)CC[C@@H](CO)N(C)C(=O)c1ccc2c(c1)c1c(n2C)CC[C@@H](C2CCOCC2)C1,,0.2100000509006697
CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ccc(F)cn5)n(C)c4c3)CCC2)ccc1C=CC(=O)O,,16.999991334382887
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)CCO)cc2c(=O)cc(N3CCOCC3)oc12,,1.0
Cc1[nH]n(-c2nc3ccccc3[nH]2)c(=O)c1-c1ccccc1,,11.676911804437488
Cc1ccc(NS(C)(=O)=O)c(C(=O)N2CCCC[C@H]2c2cc3nc(C4CC4)c(C)cn3n2)c1,,33.496297105035474
CN(C)C(=O)Oc1ccc(CC(NC(=O)C2N(S(=O)(=O)c3cnn(C)c3)CSC2(C)C)C(=O)OCCOc2ccccc2)cc1,,7.579999901700425
CCCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ccccn5)n(C)c4c3)CCC2)ccc1C=CC(=O)O,,19.000008708139905
CC(=O)N(C)CCCc1cn(Cc2ccc(F)cc2)c2cnc3c(c12)CCN(O)C3=O,,4.079999407299185
CC(Nc1cccc(Cl)c1F)c1cc(C(=O)NCCN(C)C)cn2c(=O)cc(N3CCOCC3)nc12,,0.9000003949040396
Cc1ccc(C(=O)NC2CC2)cc1-c1ccn2c(C(C)(C)C)nnc2c1,,16.431681186717324
O=c1ncn(Cc2ccc(F)cc2F)c2ccc(Oc3ncccc3C(F)(F)F)cc12,,13.000007414351716
C=C[C@@H]1C[C@]1(NC(=O)C1C[C@@](OC)(c2ccc(-c3ccccc3)nc2)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,,1.9000008708139904
CC[C@H](C)C(NC(=O)C(c1cc(Cl)cc(Cl)c1)N(C)C)C(=O)NCc1ccnc(C#N)n1,,13.408209898748256
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,,8.399998335415797
C#CCN1CC(C(O)=NO)[C@H](NC(=O)c2ccc(Cn3c(C(C)(C)C)nc4ccccc43)cc2)C1,,0.3999998237804733
CC(C)C1NC(=O)c2csc(n2)[C@H](C(C)C)NC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,,2.1999990840114525
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,,38.17160314577446
COc1ccc(-c2nc(O[C@@H]3CC4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)C4C3)c3ccc(OC)c(C)c3n2)cc1,,8.956148790538295
C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccncc2C#N)cn1,,19.44222209886709
O=C1CC(c2ccc(C[C@H](Nc3nc4ccccc4s3)c3nc4ccccc4[nH]3)cc2F)S(=O)(=O)N1,,0.8000000239617253
O=C1CC(c2ccc(C[C@H](Nc3nc4ccccc4s3)c3nc4ccccc4[nH]3)cc2Cl)S(=O)(=O)N1,,0.6999999355046413
O=C(O)C[C@H](NC(=O)C1CCCN(C(=O)CCC2CCNCC2)C1)c1cccnc1,,0.6082410119095272
Cc1cc(COc2ccc(C(=O)NC3(CC(O)=NO)CCN(C4=NCCS4)CC3)cc2)c2ccccc2n1,,0.0999999999999999
O=C(NC1(C(=O)NC(Cc2ccccc2)C(=O)NCCCN2CCOCC2)CCCC1)c1sc2ccccc2c1Cl,,15.100001832565733
Cc1cn2nc([C@@H]3CCCCN3C(=O)c3ccccc3NS(C)(=O)=O)cc2nc1C,,32.93934811278152
CN(C)CCNS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3cccnc3)n2)cc1,,2.500001101372527
CN1C(=O)NC(=O)[C@]12Cc1ccc(NC(=O)Cn3c(=O)n(C4CCOC4)c4ccccc43)cc1C2,,3.999998237804733
CCC(C)CCN1C(=O)C(O)(c2ccc3c(c2)OCO3)c2ccccc21,,10.988631254278417
Cn1c(-c2ccncc2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(C=CC(=O)O)cc4)CCC3)cc21,,2.900000681779469
CC(C)N1CC2(CCN(C(=O)Nc3ccc(F)c(F)c3)CC2)C1c1ccc(Cl)cc1,,18.650007036473948
CCCC(=O)Nc1ccc(OCC(CNC(C)C)OC(=O)C2CC2)c(C(C)=O)c1,,24.549938018935805
COc1cnc(-c2ncco2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,,7.200003374887953
COC(=O)N1CCC(CN2C[C@@H](c3ccccc3)N(C3CCN(C4(C)CCN(C(=O)c5c(C)ncnc5C)CC4)CC3)C2=O)CC1,,0.300000100356119
O=c1n(Cc2nc3ccccc3n2CCCC(F)(F)F)c2cnccc2n1C1CC1,,23.89999994782232
Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(C=CC(=O)O)cc4)CCOCC3)cc21,,5.699996644367288
Cn1c(-c2cncnc2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(C=CC(=O)O)cc3)cc21,,3.30000197654648
O=C(CC1CNC(=O)c2cc(-c3cccc(F)c3)cn21)NCC1CCCCC1,,11.240004885489348
CC(C)S(=O)(=O)n1c(N)nc2ccc(C(=CC(N)=O)c3ccc(F)c(F)c3)cc21,,43.6515731728693
O=C1c2ncc3c(ccn3Cc3ncc(F)cc3F)c2CCN1O,,7.6499976192996755
COc1cccc(/C=C/C(=O)NC2(C(=O)NC(Cc3ccccc3)C(=O)NCC3CCN(CC4CCOCC4)CC3)CCCC2)c1,,1.4000005297108746
Cc1ccc(Cn2cnc(=O)c3cc(Oc4ncccc4C(F)(F)F)ccc32)c(F)c1,,8.399998335415797
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CN5CCCC5)CC4)cc2)CC3)cc1,,1.0
O=C(O)CC1CCC(c2ccc(C(=O)Nc3nnc(CCC4CCCO4)s3)cc2)CC1,,7.200003374887953
CNC(=O)c1cc(Oc2ccc3oc(Nc4ccccc4Cl)nc3c2)ccn1,,10.0
COC(=O)C1[C@@H](O)[C@@]2(O)c3c(OC)cc(OC)cc3O[C@@]2(c2ccc(C#N)cc2)[C@@H]1c1ccccc1,,5.200000674885544
COCCNc1nonc1C(=NO)Nc1ccc(F)c(Br)c1,,43.99999225089864
O=C(O)c1ccc(Cn2ccnc2)cc1,,0.741215683415033
CC(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(C)C(N)=O,,0.2570394599058131
CCCCCN1C(=O)C(O)(c2ccc3c(c2)OCO3)c2ccccc21,,27.093530455983725
C[C@H](Cc1cccc(CC(=O)NCc2c(F)cccc2Cl)c1)NC[C@H](O)c1ccc(O)c(CO)c1,,1.0
CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)C2)nc1C,,0.5999996540823128
CN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCCc3cccs3)cc21,,21.152782312080905
CCCCCCC(NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C1CCCN1C(=O)C(Cc1ccc(O)cc1)NC(=O)CCC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(N)=O,,1.1399998652444876
COc1cc(C2Oc3ccc4c(=O)c5ccccc5oc4c3OC2CO)ccc1O,,14.399996946377398
COc1c(-c2nc3cc(NS(C)(=O)=O)ccc3o2)cc(-c2ccc[nH]c2=O)cc1C(C)(C)C,,0.9000003949040396
CCC1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2cccc(F)c12,,14.999997960289171
CCCc1nc(CC)c(C=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,3.7153540019550793
O=C(NC1CC1)c1ccc(F)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,,16.00000800725365
Cc1ccc2cc(O)c(C(=O)N[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2c1,,3.6200010791525816
COC(=O)CCCCN(C(=O)N1CCOCC1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,32.89998500429333
N=C(N)NCCCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CCC(=O)NCCCN(CC(N)=O)C(=O)C(Cc2c[nH]c3ccccc23)NC1=O,,18.80000652516536
COc1cc(Nc2cc(-c3cccc(C#N)c3)ccn2)ccc1N1CCN(C)CC1,,15.073166623441626
CC(=O)N(C)c1ccc(S(=O)(=O)Nc2ccc(Oc3ccc(Cl)c(C(F)(F)F)c3)c(C#N)c2)cc1,,4.399999225089864
CCOc1ccc([C@H](Nc2nc(N3CCN(C(C)=O)CC3)nc3c2CN(C(C)C)C3=O)C(F)(F)F)cc1,,2.0000009410023614
O=C1c2ncc3c(ccn3Cc3ccc(F)cn3)c2CCN1O,,8.809999829355098
NC(=O)c1sc(-c2ccc(F)cc2)cc1N,,19.2999995996955
COCCCOc1cc2c(cc1OC)-c1cc(=O)c(C(=O)O)cn1[C@H](C(C)C)C2,,12.80000678919072
Cn1c(N2CCCN(CCCN3c4ccccc4COc4ccc(C(C)(C)C(=O)O)cc43)CC2)cc(=O)n(C)c1=O,,4.600000723621415
CN(C)C(=O)Oc1cccc2c1CC(C(=O)NCCOCCOCCN1C(=O)c3ccccc3C1=O)=CN2C,,11.099997986316083
CC(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1,,0.4999997647495203
CCN(CCCCO)C(=O)N(CC)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,,49.69998984549343
O=C(O)c1cccc(Cn2cccn2)c1,,2.929998513365006
Oc1cc(-c2c[nH]c3ccccc23)c(O)[nH]1,,27.99999153205545
O=c1n(Cc2nc3ccccc3n2CCCS(=O)(=O)C2CC2)c2cnccc2n1C1CC1,,2.100000509006697
CCCn1cc(-c2cc(C3C(=O)N(CC)c4ccc(C(F)(F)F)cc4N(c4ccccc4)C3=O)cc(OC)c2O)cn1,,9.89999556403456
CC(C)c1cccc(Nc2nc3cc(Oc4ccnc(C(=O)NCCN5CCOCC5)c4)ccc3o2)c1,,10.0
CC(C)C(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1,,0.4999997647495203
C=CC(=O)N[C@H]1CCN(c2ccc(C(N)=O)c(Nc3ccc(N4CCCCC4)nc3)n2)C1,,2.1999990840114525
CNc1cc(-c2nc(=O)n(CCC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)ccn1,,8.599997005040326
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(Cl)nn2)c1,,18.716838801014315
CCc1c(C2CCN(CCCSc3ccc(F)cc3)CC2)c2ccc(F)cc2n1-c1ccc(C(=O)O)cn1,,19.000008708139905
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(Cn5ccnc5C)CC4)cc2)CC3)cc1,,6.999999355046413
COc1c(S(=O)(=O)Nc2ccc(C(F)(F)F)cc2)ccc2c1C(=O)NC(C)(C)C(=O)N2,,6.999999355046413
C#CCC(C(=O)N[C@H](/C=C/C(=O)OCc1ccccc1)CC1CCNC1=O)n1cccc(NC(=O)c2cc(C)on2)c1=O,,17.99999564383302
Cc1cc(Nc2ncnc3cnc(N4CCOCC4)cc23)ccc1Oc1ccc(C(=O)NCC(C)(C)C)cc1,,15.399992169182864
COCCC(CC1(C(=O)NCCCc2ccc(Cl)cc2)CCCC1)C(=O)O,,12.961483161756563
CN(C)C1CCC(Nc2ncnn3ccc(C4CCOCC4)c23)CC1,,14.000005297108746
CCOC(=O)/C=C/[C@H](CC1CCNC1=O)NC(=O)C(Cc1ccc(F)c(F)c1)n1cccc(NC(=O)c2cc(C)on2)c1=O,,34.99998836674418
Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cnn(C)c1,,29.39385178721672
COc1cc(N2CCOCC2)ccc1-c1nc2c(N[C@H]3C(C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,,16.300007341139096
C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)C34CC5CC(CC(C5)C3)C4)CC2)cc1,,14.03067290166502
CN(C)Cc1ccc2c(c1)CCN(C(=O)c1cc3cc(Br)ncc3n1C)C2,,13.200002090938057
CN(C)C(=O)c1cc(CN2CCOc3c(F)cc(F)cc32)c2oc(N3CCOCC3)cc(=O)c2c1,,9.000003949040394
CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccn4)C(C)=C(C(OC(=O)N(C)C)C(=O)[C@]12C)C3(C)C,,3.020001787426891
N#Cc1cc(COC(=O)N2C[C@@H]3C(CNC(=O)NCCCc4c[nH]nn4)[C@@H]3C2)cc(C(=O)OC(F)(F)F)c1,,3.0000010035611906
CNC(=O)c1ncc(F)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12,,12.399994713238774
CC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2c(F)cccc2[C@@H](NC(=O)CCN(C)C)C(C)C)CC1,,10.0
C/C=C(\C)C(=O)O[C@@H]([C@H](O)c1cc2ccc(=O)oc2cc1OC)C(C)(C)O,,14.099996342480251
CCOC(=O)C(Cc1ccc(OC(=O)N(C)C)cc1)NC(=O)C1N(S(=O)(=O)c2cnn(C)c2)CSC1(C)C,,4.252879718379528
C=C(F)CN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,,16.699993418834005
CCCC(=O)c1cnn(-c2ccc(NC(=O)c3cn(CC(=O)N4CCN(C)C(C)C4)c4ccc(C)cc34)cc2)c1C,,5.499998866625504
CN1CCN(c2ccc(C(=O)Nc3[nH]nc4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,,2.683283746494754
Cn1cc(-c2ccc(Cc3[nH]nc4ccc(C(=O)N5CC(O)C5)cc34)cc2)cn1,,5.599999651769192
Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc32)c1,,6.400000383387623
CCCC(CC1(C(=O)NC2(CO)Cc3ccccc3C2)CCCC1)C(=O)O,,7.745960892377803
Cc1nc(-n2cnn(CC3CC3(F)F)c2=O)sc1C(=O)NCc1cccnc1,,33.496297105035474
O=c1n(Cc2nc3ccccc3n2CCCO)c2cnccc2n1C1CC1,,11.500004227393816
CC(C)(C)n1cc(Nc2nc(N)cc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cn1,,5.699996644367288
CCc1ccc(/C=C/C(=O)N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,,9.469996096748366
CC(=O)NCC(=O)NC(CCCCN)C(=O)NC(C)C(N)=O,,0.0977236770921542
Cc1cn2nc([C@@H]3CCCCN3C(=O)c3cc(Cl)ccc3NS(C)(=O)=O)cc2nc1N1CC[C@@H](C#N)C1,,17.99999564383302
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(-c4ccc(Cl)c(Cl)c4)nc3c2)c1F,,2.0000009410023614
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(N3CCSCC3)cc1)C2,,26.40354863870241
COc1cnc(-c2cnccn2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,,16.999991334382887
CCCCCCCCCCCCC(N)C(=O)NC(CCCCCCCCCCCC)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(N)=O,,2.7689983694029823
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,,14.288929714664665
Cn1c(N2CCN(C3CC3)CC2)cc(OCc2cc(F)c(Oc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)nc1=O,,0.4300001429923486
O=C(C1CCOCC1)N1CCCN(c2nc3ccc(Cl)cc3s2)CC1,,66.34756674234512
CC(=O)N1CCN(c2cccc(-c3cc(-c4ccnn4C4CC4)c4c(N)ncnn34)c2)C(=O)C1(C)C,,3.599999993639722
NS(=O)(=O)NCCNc1nonc1C(=NO)Nc1ccc(F)c(Br)c1,,3.999998237804733
CNCC1(c2ccc(N3CCc4c(C(F)(F)F)nn(-c5ccc(OC)cc5)c4C3=O)cc2)CC1,,2.5999997128120995
CC(=O)c1nc(C)c([C@@H](O)[C@H](O)[C@H](O)CO)[nH]1,,9.37000451164376
COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCN([C@H]3CN4CCC3CC4)CC2)c(C)c1,,1.6309513253284769
CNc1ccc(-c2nc(=O)n(CCC3(C)CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)cn1,,4.399999225089864
CCCCn1c2ncccc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,3.599999993639722
CC(=O)OC(C)OC(=O)C(Cc1ccc(-c2c(C)n(C)c(=O)n(C)c2=O)cc1)NC(=O)c1c(F)cccc1F,,11.999998727657218
CC(C)CC1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CCCN=C(N)N)N(C)C(=O)CNC1=O,,0.0300000100356119
COC1=C2C(C)[C@@H](OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4CC[C@@]3(C)C1=O)C2(C)C,,3.6400001370439647
O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3ccccc3)C3=Nc4ccccc4[N]3)cc2)S(=O)(=O)N1,,0.3999998237804733
O=[N+]([O-])c1ncn(CC(O)(Cn2cncn2)c2ccc(-c3ccccc3)cc2)n1,,16.50000211946189
